id,github_age_in_days,github_in_org,github_in_pade_org,github_personal_paid,status,userAgent,answer-3,answer-9,answer-10,answer-11,answer-12,answer-14,answer-15,answer-45,answer-58,answer-59,answer-60,answer-62,answer-63
1513,"1,475.76710648148",t,f,t,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Experienced programmer,No,10,,,Code review,Yes.,,Open source projects,Gerrit-like code reviews but with a much nicer UI,,,
1514,"1,560.73618055556",t,t,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2190.0 Safari/537.36",Experienced programmer,Yes,10,,51 -  100,Project management tools,Yes.,"I'd love to see a function that can pick up TODO comments from the source being checked in and auto-create issues for them and at the same time annotate the comment with the issue #.

A pre-commit hook would also be a great addition.",Open source projects,I think I'd go for the pre-commit hook. That would open up a range of possibilities.,GitHub.com,,
1515,211.118738425926,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36",New programmer,Yes,10,,101 - 500,Other (please specify),Yes.,,My personal portfolio,,GitHub.com,,
1516,686.884409722222,f,f,t,Complete,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0,New programmer,Yes,10,,< 10,Project management tools,Yes.,,Private business projects,,GitHub.com,,
1517,"1,377.74114583333",t,f,f,Complete,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.1.0,Experienced programmer,Yes,9,,< 10,Other (please specify),No thanks!,,Open source projects,,GitHub.com,,
1518,"1,548.9194212963",f,f,f,Complete,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,New programmer,No,10,,,Project management tools,Yes.,,Open source projects,free private repos,,,
1519,20.0154166666667,f,f,f,Complete,"Mozilla/5.0 (Linux; Android 4.4.2; LG-F180K Build/KOT49I.F180K30b) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.102 Mobile Safari/537.36",Experienced programmer,Yes,5,,10 - 50,Pricing,Yes.,,Social network for developers,,GitHub.com,,Pay by invoice
1520,"1,039.62513888889",f,f,f,Complete,Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0 Iceweasel/31.1.0,Other (please specify),No,3,,,Help documentation,No thanks!,,Open source projects,Easier navigation in projects,,,
1521,84.2223032407407,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",New programmer,Yes,4,,101 - 500,Help documentation,Yes.,,Open source projects,,Both GitHub.com and GitHub Enterprise,,
1522,182.914525462963,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",New programmer,Yes,10,,101 - 500,Other (please specify),No thanks!,,Open source projects,,GitHub.com,,
1523,34.0710648148148,f,f,f,Complete,Mozilla/5.0 (X11; U; Linux armv7l; en-US; rv:1.9.3pre) Gecko/20100723 Firefox/3.5 Maemo Browser 1.7.4.8 RX-51 N900,Other (please specify),No,3,"keeping clones up to date without a round trip through my local computer. github can create the clone with one click, i see no reason not to be able to update unchanged branches with equal levels of ease.",,Other (please specify),Yes.,,Other (please specify),this email to appear in my notifications in the site as well as email - added confirmation it is legit.,,,
1524,771.650115740741,t,t,t,Complete,Mozilla/5.0 (X11; Linux x86_64; rv:33.0) Gecko/20100101 Firefox/33.0,Other (please specify),Yes,10,,< 10,Code review,Yes.,,Open source projects,latex rendering in wiki ,GitHub.com,,
1525,"1,107.72900462963",t,t,f,Complete,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",Experienced programmer,Yes,8,"A nice, long and complete git tutorial to which to point people who don't already use/know git. It might already exists, but I don't know about it without doing a search.
Maybe something like the online Docker tutorial: https://docker.com/tryit/",51 -  100,Code review,Yes.,"It would be great to be able to be able to compare with previous PR code when a user has done a 'push --force' on its branch. A force push is often useful for clean-up commits, or rebase on master branch, but with the current PR interface, it is hard to know the exact changes with the previous version of the code. It is particularly annoying when a first code review has been done on the PR.
In the same way, it would be nice to keep track of comments which have been done directly on the commits. They also disappear if a force push is done on the PRed branch.",Open source projects,,GitHub.com,,
1526,900.200601851852,t,f,f,Complete,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0,Experienced programmer,Yes,10,,"1,000+",Project management tools,Yes.,,Open source projects,,GitHub Enterprise,,
1527,"1,402.0755787037",t,t,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10",Experienced programmer,Yes,9,,10 - 50,Help documentation,No thanks!,,Open source projects,,GitHub.com,,
1528,"1,051.76541666667",t,f,f,Complete,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Experienced programmer,Yes,7,"Lower prices for private repositories.
Lower prices for self-hosting solution for GitHub repositories.",< 10,Pricing,Yes.,,Open source projects,Continent of free private repositories.,GitHub.com,,
1529,"1,170.68356481481",f,f,t,Complete,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",Experienced programmer,Yes,10,,< 10,GitHub desktop apps,Yes.,,Social network for developers,,GitHub.com,,
1530,823.899490740741,f,f,f,Complete,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,New programmer,No,10,,,GitHub desktop apps,Yes.,"Easy and clean clients are really good for beginner programmers, but some features/settings should be added for more advanced programmers. I need to open Git Shell for my project if i want to push, because of the specialities.",Open source projects,,,,
1531,585.916840277778,t,t,f,Complete,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",,,,,,,No thanks!,,,,,,
1532,"1,292.40875",t,t,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",Experienced programmer,Yes,7,at least a few free private repositories for individual users.,"1,000+",Code review,Yes.,,Open source projects,,GitHub.com,,
1533,187.735451388889,f,f,t,Complete,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:30.0) Gecko/20100101 Firefox/30.0,Other (please specify),No,7,,,Code review,No thanks!,Do you have a feature for comparing branches on the GitHub website itself?,Private business projects,,,,
1534,640.244479166667,t,t,f,Complete,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",Other (please specify),Yes,10,,51 -  100,Code review,Yes.,"It's not easy to do big code reviews and when trying to read developers comments, it very difficult.",Open source projects,Better diffing tool.,GitHub.com,,
1535,616.626041666667,f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",New programmer,No,8,,,Help documentation,Yes.,Onboarding is a little bewildering,Open source projects,Make it easier to observe how advanced users navigate / contribute to the network,,,
1536,567.984282407407,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.66 Safari/537.36",Experienced programmer,Yes,7,,"501 - 1,000",Code review,Yes.,,Open source projects,Authomate code review,Both GitHub.com and GitHub Enterprise,,
1537,179.260972222222,t,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",New programmer,No,9,"An organization where the devs who start a project have less of a monopoly over what it looks like. No one looks at forks people make themselves, so what’s the point? If the dev doesn’t want a feature implemented (usually because they have too much to do/manage), it will never see the light of day. What if the user wants to see it? How can they get it? Right now, they can’t. Forks should be displayed somewhere on a repository in a list, even if the devs’ version is still the “official” one.",,Other (please specify),Yes.,,Social network for developers,"My answer to question 5. After that, maybe that you wrote it “No, thanks!” You know, with a comma. If I wanted to give you NO thanks, I would say nothing at all. ",,,
1538,"1,183.66049768519",f,f,t,Complete,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/37.0.2062.120 Chrome/37.0.2062.120 Safari/537.36",Experienced programmer,No,9,,,Project management tools,Yes.,link with travis,Open source projects,,,,
1539,726.202060185185,t,t,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Designer,Yes,10,,101 - 500,GitHub desktop apps,Yes.,"On the Windows application, it crashes a lot when you try to commit more than one file",Social network for developers,Add Sketch support how there are diffs for PSDs,GitHub.com,,
1540,"1,468.16413194444",f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2188.2 Safari/537.36",New programmer,No,10,,,Other (please specify),Yes.,,Open source projects,,,,
1541,"1,405.9825462963",f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",Project/product manager,Yes,10,,10 - 50,GitHub desktop apps,Yes.,,Open source projects,,GitHub.com,,
1542,552.079872685185,t,t,f,Complete,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",Other (please specify),Yes,7,,10 - 50,User administration tools,No thanks!,.,Private business projects,,GitHub.com,,
1543,936.559409722222,f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Experienced programmer,Yes,7,,10 - 50,Code review,Yes.,,Open source projects,,GitHub.com,,
1544,5.74927083333333,f,f,f,Complete,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,New programmer,No,9,,,Help documentation,Yes.,,Open source projects,,,,
1545,"1,093.39606481481",t,t,t,Complete,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",Experienced programmer,Yes,10,,< 10,Project management tools,Yes.,"If you didn't change anything, I'd be quite happy with GitHub as is for the foreseeable future. That said, one thing I find myself wishing was there would be a generic status\comment\activity stream specific to each project. For example, I'm logged in and I go to github.com/ and on the left I currently see a news feed of updates to projects I care about. It's awesome :) ...but a lot of times I only care about one project at a time ...plus, I'd like to be able to easily add a status update to that feed:

""@someDev Nice work on #132!""

""Hey everyone, I just published your latest work to production! Love, your continuous delivery system""

""Does anyone know why /case-132 is still breaking??""",Private business projects,"You'd offer me a job maybe?

Na, see above under #4 :)",GitHub.com,,
1546,123.436365740741,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36",New programmer,No,10,,,Project management tools,Yes.,,Open source projects,,,,
1547,822.616539351852,f,f,f,Complete,Mozilla/5.0 (Android; Mobile; rv:33.0) Gecko/33.0 Firefox/33.0,Project/product manager,No,7,,,Code review,No thanks!,,Open source projects,,,,
1548,900.386782407407,t,t,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",Experienced programmer,Yes,9,,101 - 500,Code review,Yes.,,Private business projects,,GitHub.com,,
1549,"2,292.46261574074",t,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Experienced programmer,Yes,10,,< 10,Other (please specify),Yes.,,Open source projects,"Remove the dashboard news feed and merge it all into the notifications area. I'd want a separate notifications area for *people* I follow, like adding stars or creating new repositories.",GitHub.com,,
1550,50.3718055555556,f,f,t,Complete,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:32.0) Gecko/20100101 Firefox/32.0,Project/product manager,Yes,7,Better help!,10 - 50,Help documentation,Yes.,"I goofed one late night and tried to push a large file from my local repository to github.  The file was properly rejected, but the github history maintained the location of the now-removed file.  Despite several rounds of cleaning the local repository (by bfg and filter branch), I was never able to push the cleaned repo and history back to github.  Eventually I gave up and just created a new github repo and pushed to that, but unfortunately I lost the record of the students' commits.

I followed the help directions carefully, read a good part of the github pro book, and talked with several people.  Despite this, I couldn't solve the problem in a more elegant way.  So I suggest you have a section on trouble-shooting.",Open source projects,"Better ways of fixing the github version of the repo . . . in the browser, I suppose.",GitHub.com,,
1551,"2,063.72606481481",t,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10",Experienced programmer,No,10,,,Other (please specify),Yes.,,Open source projects,"More configurable notifications.  I don't want detailed notifications about all repos I watch, but I want detailed notifications about my repos (particularly ones that are not forks).  If I enable notifications about watched repos, I get spammed or have to stop watching popular repos.  If I disable notifications about watched repos, I don't know when I get a pull request for my own repo.",,,
1552,594.851030092593,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",Other (please specify),Yes,8,,< 10,Project management tools,Yes.,,Open source projects,,GitHub.com,,
1553,254.721631944444,f,f,f,Complete,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Other (please specify),No,10,,,Other (please specify),No thanks!,,Open source projects,maybe a feature to help me find people to code with,,,
1554,"1,369.10880787037",t,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Experienced programmer,Yes,10,,51 -  100,Pricing,Yes.,,Open source projects,localization to other languages.,GitHub.com,,Currency choice (more than U.S.)
1555,898.011886574074,f,f,f,Complete,"Mozilla/5.0 (Linux; Android 4.1.1; HP Slate 7 Build/JRO03H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.102 Safari/537.36",New programmer,Yes,8,,< 10,Code review,No thanks!,,My personal portfolio,Make muy condes completly private,GitHub.com,,
1556,"1,478.0727662037",t,t,t,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Other (please specify),Yes,10,,101 - 500,Project management tools,Yes.,"need much more robust issue management tools. time tracking and estimation, release level across repos, high level epics views, team support, permissions just for issues.",Open source projects,Project management tools to rival Version One.,GitHub.com,,
1557,"2,089.75056712963",t,t,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",Experienced programmer,Yes,10,,"1,000+",Project management tools,Yes.,"I hope two tools for project management.

* Kanban view for issue/pull request.

* Make simple issue/pull request template.
For example, When I create pull request or issue, form is filled markdown template automatically.",Open source projects,"I wish to impreve ""pull-request management""(e.g. add Kanban).
I will use it code-review state management.

Our team is about 10+ developers.
On work, reviewer is assigned many pull request.
I often confuse ""Did I review and response his pull request...? and it is..?"".

So, We use trello-Github hook to manage code review. But it is inconvenience.
",Both GitHub.com and GitHub Enterprise,,
1558,7.1574537037037,f,f,t,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Writer,Yes,8,Improve the access speed in China.,< 10,Pricing,,,Open source projects,,GitHub.com,,
1559,"1,513.59943287037",t,t,f,Complete,"Mozilla/5.0 (Linux; Android 4.4.2; SM-G900T Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.102 Mobile Safari/537.36",Experienced programmer,Yes,8,,101 - 500,GitHub desktop apps,No thanks!,,Private business projects,,Both GitHub.com and GitHub Enterprise,,
1560,"1,901.51211805556",f,f,t,Complete,"Mozilla/5.0 (iPad; CPU OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) CriOS/38.0.2125.59 Mobile/12A405 Safari/600.1.4",Project/product manager,No,8,,,User administration tools,No thanks!,More tutorials,Private business projects,Local github server so i could installe it and use it at my work place where cloud application are prohibitif.,,,
1561,234.168159722222,f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",New programmer,No,8,,,Code review,Yes.,"I'd like to see improvements especially on mobile version of github, such as more supports for readability of codes and projects. (sorry for vague suggestion, but I'm just a beginner programmer, not an expert.)",Open source projects,,,,
1562,"1,182.57590277778",t,t,f,Complete,"Mozilla/5.0 (iPad; CPU OS 8_0_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12A405",Experienced programmer,Yes,10,,51 -  100,Code review,Yes.,,Open source projects,,GitHub.com,,
1563,246.701319444444,f,f,f,Complete,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:33.0) Gecko/20100101 Firefox/33.0,Experienced programmer,No,7,Free private repos,,Pricing,Yes.,,Open source projects,Free private repos,,,
1564,575.854097222222,f,f,t,Complete,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0,New programmer,No,8,,,Other (please specify),Yes.,,Open source projects,,,,
1565,295.627685185185,f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",New programmer,No,8,,,User administration tools,No thanks!,,Open source projects,,,,
1566,"1,340.86450231481",t,t,f,Complete,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",Experienced programmer,Yes,10,,101 - 500,Other (please specify),Yes.,,Open source projects,,GitHub.com,,
1567,"1,268.80829861111",f,f,t,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",Experienced programmer,No,9,,,Project management tools,No thanks!,Further issuetracking features would be awesome!,My personal portfolio,"Keep up the good work, share your findings in your blog, this helps us (users) understand why you made certain changes. Communicate transparent, in case of security issues, password leaks and so on.",,,
1568,841.929421296296,f,f,f,Complete,Mozilla/5.0 (Android; Tablet; rv:33.0) Gecko/33.0 Firefox/33.0,Experienced programmer,No,7,,,Project management tools,Yes.,,Open source projects,Readme would be displayed ABOVE the file list.,,,
1569,368.967303240741,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36",Experienced programmer,No,7,,,Code review,Yes.,,Open source projects,I miss a good sync to my Jira (Atlassian) instance for Issues.,,,
1570,80.8581018518519,f,f,f,Complete,"Mozilla/5.0 (Linux; Android 4.4.4; GT-I9300 Build/KTU84Q) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.25 Mobile Safari/537.36",New programmer,Yes,9,,10 - 50,Code review,No thanks!,,Open source projects,,GitHub.com,,
1571,263.413402777778,f,f,f,Complete,"Mozilla/5.0 (Linux; Android 4.4.4; Nexus 7 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.102 Safari/537.36",New programmer,No,9,,,Help documentation,Yes.,,Open source projects,,,,
1572,131.503541666667,f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/600.1.17 (KHTML, like Gecko) Version/7.1 Safari/537.85.10",New programmer,No,7,,,Pricing,No thanks!,,Open source projects,,,,Other (please specify)
1573,"1,120.79670138889",t,t,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.101 Safari/537.36",New programmer,Yes,8,,10 - 50,Pricing,No thanks!,,Social network for developers,,GitHub.com,,Pay by invoice
1574,"1,483.36947916667",t,f,t,Complete,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:33.0) Gecko/20100101 Firefox/33.0,Other (please specify),No,10,,,Code review,Yes.,,Open source projects,,,,
1575,137.255740740741,f,f,f,Complete,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/37.0.2062.120 Chrome/37.0.2062.120 Safari/537.36",Experienced programmer,No,9,"Well, a lot of people I know already know about/use GitHub. So I can't really say that GitHub would have to make changes.",,GitHub desktop apps,Yes.,"If you had a desktop app that had a nice gui and the ability to edit files on the github repository, that would be really cool.",Other (please specify),Deleting files on the repository from the web browser.,,,
1576,"1,292.38701388889",f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Other (please specify),No,8,"I don't know, Github is already awesome. Getting started with it is difficult.",,Help documentation,Yes.,The one thing that everybody has trouble with is understanding Github (my experience during my frontend course). It's difficult to get started with it. No idea how you can improve this.. maybe more examples and documentation about using Github. ,Open source projects,"Easier navigate between commits?
Ask me this a year later when I used Github more.. Just started using Github a lot since September.",,,
1577,107.443009259259,f,f,f,Complete,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Other (please specify),No,7,Shallower learning curve for beginning coders.,,Other (please specify),Yes.,,Open source projects,"I'm a lawyer, and it would be cool to easily use GitHub to work on legal materials like legislation, regulations, or rulesets.",,,
1578,856.452731481481,t,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.27 Safari/537.36",Experienced programmer,Yes,10,,51 -  100,Pricing,Yes.,,Social network for developers,GitHub Enterprise should be cheaper for small teams.,Both GitHub.com and GitHub Enterprise,,Per user pricing (instead of per repository)
1579,61.2199652777778,f,f,t,Complete,"Mozilla/5.0 (Linux; U; Android 4.0.4; zh-cn; HUAWEI T8833 Build/HuaweiT8833) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",New programmer,Yes,8,,"1,000+",Project management tools,Yes.,,Open source projects,,GitHub.com,,
1580,"1,107.00429398148",t,f,f,Complete,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:32.0) Gecko/20100101 Firefox/32.0,Experienced programmer,No,10,,,Project management tools,Yes.,,Open source projects,,,,
1581,478.670486111111,f,f,t,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10) AppleWebKit/600.1.25 (KHTML, like Gecko) Version/8.0 Safari/600.1.25",New programmer,No,10,,,Project management tools,Yes.,,Open source projects,,,,
1582,984.223726851852,f,f,f,Complete,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.104 Safari/537.36",Experienced programmer,No,9,Good Design,,Pricing,Yes.,,Private business projects,Lower Price,,,
